# ----------------------------------------,,,,,,,,,
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Direct,2024041210,72,81,52,60.45679012345680,0.7222222222222220,4.851851851851850,0.6419753086419750,393
Direct,2024041422,72,87,38,19.885057471264400,0.5277777777777780,3.8275862068965500,0.4367816091954020,333
Direct,2024041719,72,86,48,59.627906976744200,0.6666666666666670,5.232558139534880,0.5581395348837210,450
Direct,2024041920,72,88,41,42.38636363636360,0.5694444444444440,4.5,0.4659090909090910,396
Direct,2024042413,72,87,40,88.58620689655170,0.5555555555555560,4.057471264367820,0.45977011494252900,353
Direct,2024042520,72,84,40,30.702380952381000,0.5555555555555560,4.011904761904760,0.47619047619047600,337
Direct,2024043021,72,89,36,51.47191011235960,0.5,5.280898876404490,0.4044943820224720,470
Direct,2024050121,72,85,41,41.72941176470590,0.5694444444444440,3.9411764705882400,0.4823529411764710,335
Organic Search,2024040818,72,80,48,60.4,0.6666666666666670,4,0.6,320
Organic Search,2024040914,72,79,53,46.45569620253170,0.7361111111111110,4.620253164556960,0.6708860759493670,365
Organic Search,2024040919,72,82,50,42.6219512195122,0.6944444444444440,4.097560975609760,0.6097560975609760,336
Organic Search,2024041712,72,80,49,39.2375,0.6805555555555560,3.475,0.6125,278
Organic Search,2024041900,72,90,49,58.855555555555600,0.6805555555555560,4.055555555555560,0.5444444444444440,365
Organic Search,2024042510,72,80,54,77.075,0.75,5,0.675,400
Organic Search,2024050211,72,83,44,64.26506024096390,0.6111111111111110,4.530120481927710,0.5301204819277110,376
Organic Search,2024050212,72,78,55,46.1025641025641,0.7638888888888890,4.064102564102560,0.7051282051282050,317
Organic Social,2024041009,72,95,49,178.1263157894740,0.6805555555555560,4.221052631578950,0.5157894736842110,401
Organic Social,2024041113,72,89,53,60.91011235955060,0.7361111111111110,5.52808988764045,0.5955056179775280,492
Organic Social,2024041208,72,89,38,29.51685393258430,0.5277777777777780,4.044943820224720,0.42696629213483100,360
Organic Social,2024041318,72,102,44,44.745098039215700,0.6111111111111110,4.0588235294117600,0.43137254901960800,414
Organic Social,2024041416,72,91,58,53.56043956043960,0.8055555555555560,4.934065934065930,0.6373626373626370,449
Organic Social,2024042012,72,81,52,79.06172839506170,0.7222222222222220,5.950617283950620,0.6419753086419750,482
Organic Social,2024042819,72,84,48,63.345238095238100,0.6666666666666670,5.357142857142860,0.5714285714285710,450
Referral,2024042420,72,82,54,68.6829268292683,0.75,8.097560975609760,0.6585365853658540,664
Referral,2024050321,72,78,50,65.8974358974359,0.6944444444444440,4.717948717948720,0.6410256410256410,368
Direct,2024040819,71,87,43,34.3448275862069,0.6056338028169010,3.8735632183908000,0.4942528735632180,337
Direct,2024042011,71,85,42,33.44705882352940,0.5915492957746480,3.5647058823529400,0.49411764705882400,303
Direct,2024050116,71,85,43,44.858823529411800,0.6056338028169010,4.435294117647060,0.5058823529411760,377
Organic Search,2024041214,71,81,46,34.95061728395060,0.647887323943662,4.185185185185190,0.5679012345679010,339
Organic Search,2024041614,71,80,47,47.2625,0.6619718309859160,4.0875,0.5875,327
Organic Search,2024041811,71,89,53,37.80898876404490,0.7464788732394370,3.9101123595505600,0.5955056179775280,348
Organic Search,2024042414,71,78,53,43.32051282051280,0.7464788732394370,4.435897435897440,0.6794871794871800,346
Organic Search,2024042515,71,82,52,49.73170731707320,0.7323943661971830,3.8292682926829300,0.6341463414634150,314
Organic Social,2024040614,71,92,57,61.44565217391310,0.8028169014084510,5.5,0.6195652173913040,506
Organic Social,2024040618,71,87,50,110,0.704225352112676,5.35632183908046,0.5747126436781610,466
Organic Social,2024040708,71,82,49,49.97560975609760,0.6901408450704230,5.195121951219510,0.5975609756097560,426
Organic Social,2024040716,71,84,51,54.904761904761900,0.7183098591549300,5.595238095238100,0.6071428571428570,470
Organic Social,2024040913,71,85,56,55.23529411764710,0.7887323943661970,5.3882352941176500,0.6588235294117650,458
Organic Social,2024040920,71,86,56,90.52325581395350,0.7887323943661970,6.523255813953490,0.6511627906976750,561
Organic Social,2024041111,71,88,58,73.51136363636360,0.8169014084507040,6.306818181818180,0.6590909090909090,555
Organic Social,2024041220,71,79,51,37.31645569620250,0.7183098591549300,5.063291139240510,0.6455696202531650,400
Organic Social,2024042112,71,95,57,36.50526315789470,0.8028169014084510,4.368421052631580,0.6,415
Organic Social,2024042711,71,92,53,47.17391304347830,0.7464788732394370,4.456521739130440,0.5760869565217390,410
Organic Social,2024042713,71,78,49,49.51282051282050,0.6901408450704230,5.115384615384620,0.6282051282051280,399
Organic Social,2024042909,71,93,49,38.075268817204300,0.6901408450704230,4.408602150537630,0.5268817204301080,410
Organic Social,2024050117,71,88,52,59.625,0.7323943661971830,5.488636363636360,0.5909090909090910,483
Referral,2024041214,71,74,58,99.83783783783780,0.8169014084507040,7.986486486486490,0.7837837837837840,591
Referral,2024041617,71,76,50,71.57894736842110,0.704225352112676,4.881578947368420,0.6578947368421050,371
Referral,2024043014,71,76,61,103.60526315789500,0.8591549295774650,5.907894736842110,0.8026315789473690,449
Referral,2024050112,71,78,55,79.01282051282050,0.7746478873239440,5.064102564102560,0.7051282051282050,395
Direct,2024041620,70,85,40,35.811764705882400,0.5714285714285710,3.9176470588235300,0.47058823529411800,333
Direct,2024041918,70,81,41,29.14814814814820,0.5857142857142860,3.7777777777777800,0.5061728395061730,306
Organic Search,2024040820,70,75,47,57.733333333333300,0.6714285714285710,4.493333333333330,0.6266666666666670,337
Organic Search,2024041222,70,81,43,50.851851851851900,0.6142857142857140,4.654320987654320,0.5308641975308640,377
Organic Search,2024041516,70,77,43,41.76623376623380,0.6142857142857140,4.259740259740260,0.5584415584415580,328
Organic Search,2024041716,70,78,50,46.96153846153850,0.7142857142857140,4.602564102564100,0.6410256410256410,359
Organic Search,2024041810,70,79,54,45.734177215189900,0.7714285714285720,4.3544303797468400,0.6835443037974680,344
Organic Search,2024041814,70,77,44,23.38961038961040,0.6285714285714290,4,0.5714285714285710,308
Organic Search,2024042518,70,82,51,56.926829268292700,0.7285714285714290,4.487804878048780,0.6219512195121950,368
Organic Search,2024042913,70,73,46,100.63013698630100,0.6571428571428570,5.986301369863010,0.6301369863013700,437
Organic Search,2024042915,70,80,56,44.4875,0.8,4.1,0.7,328
Organic Social,2024040612,70,93,53,69.23655913978490,0.7571428571428570,5.182795698924730,0.5698924731182800,482
Organic Social,2024040821,70,87,46,56.08045977011490,0.6571428571428570,4.505747126436780,0.5287356321839080,392
Organic Social,2024041312,70,81,50,54.19753086419750,0.7142857142857140,4.444444444444450,0.6172839506172840,360
Organic Social,2024041810,70,92,53,73.1413043478261,0.7571428571428570,5.75,0.5760869565217390,529
Organic Social,2024041823,70,83,50,54.795180722891600,0.7142857142857140,5.903614457831330,0.6024096385542170,490
Organic Social,2024041922,70,90,43,39.477777777777800,0.6142857142857140,4.0777777777777800,0.4777777777777780,367
Organic Social,2024042018,70,85,49,61.63529411764710,0.7,5.305882352941180,0.5764705882352940,451
Organic Social,2024042023,70,90,52,50.71111111111110,0.7428571428571430,6.388888888888890,0.5777777777777780,575
Organic Social,2024042213,70,86,55,58.47674418604650,0.7857142857142860,6.848837209302330,0.6395348837209300,589
Organic Social,2024042223,70,85,53,87.31764705882350,0.7571428571428570,7.258823529411770,0.6235294117647060,617
Organic Social,2024043013,70,86,51,40,0.7285714285714290,4.569767441860470,0.5930232558139540,393
Organic Social,2024050213,70,85,51,59.96470588235290,0.7285714285714290,5.247058823529410,0.6,446
Referral,2024050216,70,79,56,86.89873417721520,0.8,6.582278481012660,0.7088607594936710,520
Referral,2024050310,70,88,54,100.5340909090910,0.7714285714285720,4.920454545454550,0.6136363636363640,433
Referral,2024050313,70,79,58,200.34177215189900,0.8285714285714290,4.987341772151900,0.7341772151898730,394
Direct,2024040820,69,86,41,45.03488372093020,0.5942028985507250,4.127906976744190,0.47674418604651200,355
Direct,2024041214,69,78,40,37.8974358974359,0.5797101449275360,4.384615384615390,0.5128205128205130,342
Direct,2024041715,69,87,39,65.47126436781610,0.5652173913043480,4.333333333333330,0.4482758620689660,377
Direct,2024041717,69,81,44,54.45679012345680,0.6376811594202900,3.9135802469135800,0.5432098765432100,317
Direct,2024041923,69,81,41,59.77777777777780,0.5942028985507250,4.246913580246910,0.5061728395061730,344
Direct,2024042313,69,89,42,39.8876404494382,0.6086956521739130,3.943820224719100,0.47191011235955100,351
Direct,2024050318,69,80,40,68.5625,0.5797101449275360,4.2875,0.5,343
Organic Search,2024040814,69,76,46,62.44736842105260,0.6666666666666670,4.5394736842105300,0.6052631578947370,345
Organic Search,2024041720,69,78,47,48.92307692307690,0.6811594202898550,4.82051282051282,0.6025641025641030,376
Organic Search,2024041910,69,85,52,32.68235294117650,0.7536231884057970,4.035294117647060,0.611764705882353,343
Organic Search,2024042220,69,73,49,25.684931506849300,0.7101449275362320,3.863013698630140,0.6712328767123290,282
Organic Search,2024042415,69,81,38,27.925925925925900,0.5507246376811590,3.728395061728400,0.4691358024691360,302
Organic Search,2024042511,69,78,55,104.58974358974400,0.7971014492753620,5.743589743589740,0.7051282051282050,448
Organic Search,2024043011,69,81,47,62.48148148148150,0.6811594202898550,4.012345679012350,0.5802469135802470,325
Organic Search,2024043015,69,79,47,54.77215189873420,0.6811594202898550,4.860759493670890,0.5949367088607590,384
Organic Social,2024041013,69,83,38,38.87951807228920,0.5507246376811590,4.542168674698800,0.4578313253012050,377
Organic Social,2024041123,69,91,47,42.0989010989011,0.6811594202898550,4.670329670329670,0.5164835164835170,425
Organic Social,2024041501,69,79,35,56.48101265822790,0.5072463768115940,4.468354430379750,0.4430379746835440,353
Organic Social,2024042022,69,81,53,80.9753086419753,0.7681159420289860,6.987654320987650,0.654320987654321,566
Organic Social,2024042114,69,79,43,42.89873417721520,0.6231884057971010,5.10126582278481,0.5443037974683540,403
Organic Social,2024042122,69,80,51,52.375,0.7391304347826090,6.3625,0.6375,509
Organic Social,2024042201,69,91,52,51.175824175824200,0.7536231884057970,4.1098901098901100,0.5714285714285710,374
Organic Social,2024042410,69,93,51,69.11827956989250,0.7391304347826090,5.236559139784950,0.5483870967741940,487
Organic Social,2024042712,69,82,45,81.9390243902439,0.6521739130434780,5.2073170731707300,0.5487804878048780,427
Organic Social,2024042809,69,89,43,41.752808988764000,0.6231884057971010,4.887640449438200,0.48314606741573000,435
Organic Social,2024042818,69,78,47,35.32051282051280,0.6811594202898550,5.282051282051280,0.6025641025641030,412
Referral,2024050116,69,78,56,79.14102564102560,0.8115942028985510,5.4743589743589700,0.717948717948718,427
Referral,2024050220,69,77,51,108.85714285714300,0.7391304347826090,5.766233766233770,0.6623376623376620,444
Direct,2024041215,68,76,39,51.671052631578900,0.5735294117647060,4.973684210526320,0.5131578947368420,378
Direct,2024041700,68,80,46,78.925,0.6764705882352940,4.7625,0.575,381
Direct,2024042215,68,80,39,51.2,0.5735294117647060,4.3625,0.4875,349
Direct,2024042312,68,83,42,58.83132530120480,0.6176470588235290,3.5421686746988000,0.5060240963855420,294
Direct,2024042515,68,78,36,69.5,0.5294117647058820,4.948717948717950,0.46153846153846200,386
Direct,2024042921,68,75,35,97.34666666666670,0.5147058823529410,5.6,0.4666666666666670,420
Direct,2024050314,68,82,38,52.36585365853660,0.5588235294117650,4.195121951219510,0.4634146341463420,344
Organic Search,2024041420,68,79,49,31.151898734177200,0.7205882352941180,3.8734177215189900,0.620253164556962,306
Organic Search,2024041522,68,79,50,75.70886075949370,0.7352941176470590,5.139240506329110,0.6329113924050630,406
Organic Search,2024041616,68,78,49,45.44871794871800,0.7205882352941180,4,0.6282051282051280,312
Organic Search,2024041913,68,80,43,29.6,0.6323529411764710,3.6375,0.5375,291
Organic Search,2024042218,68,75,44,77.56,0.6470588235294120,4.266666666666670,0.5866666666666670,320
Organic Search,2024042314,68,74,48,46.2027027027027,0.7058823529411770,3.581081081081080,0.6486486486486490,265
Organic Social,2024040714,68,84,51,52.76190476190480,0.75,4.595238095238100,0.6071428571428570,386
Organic Social,2024040910,68,90,47,44.766666666666700,0.6911764705882350,4.5,0.5222222222222220,405
Organic Social,2024041909,68,87,43,45.67816091954020,0.6323529411764710,4.563218390804600,0.4942528735632180,397
Organic Social,2024042510,68,95,58,45.02105263157900,0.8529411764705880,4.947368421052630,0.6105263157894740,470
Organic Social,2024043009,68,88,52,44.14772727272730,0.7647058823529410,4.954545454545450,0.5909090909090910,436
Organic Social,2024050308,68,82,45,56.81707317073170,0.6617647058823530,5.073170731707320,0.5487804878048780,416
Referral,2024041910,68,82,57,62.19512195121950,0.8382352941176470,6.085365853658540,0.6951219512195120,499
Referral,2024050113,68,73,49,44.821917808219200,0.7205882352941180,4.684931506849320,0.6712328767123290,342
Referral,2024050121,68,76,44,55.19736842105260,0.6470588235294120,4.75,0.5789473684210530,361
Referral,2024050210,68,75,54,80.34666666666670,0.7941176470588240,6.04,0.72,453
Referral,2024050218,68,73,57,113.10958904109600,0.8382352941176470,6.8493150684931500,0.7808219178082190,500
Direct,2024040911,67,74,44,51.013513513513500,0.6567164179104480,4.324324324324330,0.5945945945945950,320
Direct,2024041419,67,84,38,19.857142857142900,0.5671641791044780,3.7142857142857100,0.4523809523809520,312
Direct,2024042221,67,91,38,56.45054945054950,0.5671641791044780,3.879120879120880,0.4175824175824180,353
Direct,2024042316,67,80,40,49.9625,0.5970149253731340,4.1625,0.5,333
Direct,2024042319,67,88,41,34.04545454545460,0.6119402985074630,4,0.4659090909090910,352
Direct,2024042512,67,76,42,74.13157894736840,0.6268656716417910,5.171052631578950,0.5526315789473690,393
Direct,2024050222,67,73,42,76.3972602739726,0.6268656716417910,4.342465753424660,0.5753424657534250,317
Organic Search,2024041017,67,85,49,62.38823529411770,0.7313432835820900,4.258823529411770,0.5764705882352940,362
Organic Search,2024041518,67,76,45,46.69736842105260,0.6716417910447760,4.171052631578950,0.5921052631578950,317
Organic Search,2024041519,67,78,38,48.91025641025640,0.5671641791044780,3.5256410256410300,0.48717948717948700,275
Organic Search,2024041711,67,76,42,50.4078947368421,0.6268656716417910,4.197368421052630,0.5526315789473690,319
Organic Search,2024041714,67,84,48,31.226190476190500,0.7164179104477610,3.857142857142860,0.5714285714285710,324
Organic Social,2024040912,67,81,52,72.53086419753090,0.7761194029850750,5.604938271604940,0.6419753086419750,454
Organic Social,2024041017,67,91,42,46.05494505494510,0.6268656716417910,4.0989010989011000,0.46153846153846200,373
Organic Social,2024041110,67,88,44,35.25,0.6567164179104480,4.556818181818180,0.5,401
Organic Social,2024041314,67,80,52,77.3125,0.7761194029850750,5.8,0.65,464
Organic Social,2024041509,67,78,43,67.56410256410260,0.6417910447761190,4.9743589743589700,0.5512820512820510,388
Organic Social,2024042113,67,76,52,57.76315789473680,0.7761194029850750,5.2368421052631600,0.6842105263157900,398
Organic Social,2024042817,67,81,50,36.45679012345680,0.746268656716418,4.827160493827160,0.6172839506172840,391
Organic Social,2024050313,67,76,47,84.22368421052630,0.7014925373134330,5.473684210526320,0.618421052631579,416
Referral,2024040722,67,73,50,65.06849315068490,0.746268656716418,5.465753424657530,0.684931506849315,399
Referral,2024041814,67,72,48,99.73611111111110,0.7164179104477610,5.319444444444450,0.6666666666666670,383
Referral,2024042312,67,77,57,131.4025974025970,0.8507462686567160,7.064935064935070,0.7402597402597400,544
Referral,2024042620,67,75,55,66.61333333333330,0.8208955223880600,5.466666666666670,0.7333333333333330,410
Referral,2024042920,67,75,48,64.76,0.7164179104477610,4.746666666666670,0.64,356
Referral,2024050114,67,73,53,45.945205479452100,0.7910447761194030,4.863013698630140,0.726027397260274,355
Referral,2024050120,67,72,44,84.38888888888890,0.6567164179104480,4.722222222222220,0.6111111111111110,340
Direct,2024041618,66,78,39,57.82051282051280,0.5909090909090910,4.410256410256410,0.5,344
Direct,2024043015,66,81,36,30.25925925925930,0.5454545454545450,3.617283950617280,0.4444444444444440,293
Direct,2024050315,66,78,40,48.5,0.6060606060606060,4.628205128205130,0.5128205128205130,361
Organic Search,2024040812,66,78,50,50.794871794871800,0.7575757575757580,4.397435897435900,0.6410256410256410,343
Organic Search,2024041012,66,78,46,57.97435897435900,0.696969696969697,4,0.5897435897435900,312
Organic Search,2024041618,66,80,38,39.5375,0.5757575757575760,3.5625,0.475,285
Organic Search,2024041812,66,80,43,37.675,0.6515151515151520,3.5,0.5375,280
Organic Search,2024041923,66,75,48,52.57333333333330,0.7272727272727270,4.253333333333330,0.64,319
Organic Search,2024042912,66,74,49,39.945945945945900,0.7424242424242420,4.175675675675680,0.6621621621621620,309
Organic Search,2024050221,66,76,45,37.55263157894740,0.6818181818181820,4.092105263157900,0.5921052631578950,311
Organic Search,2024050222,66,75,45,26.72,0.6818181818181820,3.64,0.6,273
Organic Social,2024040622,66,87,37,81.26436781609200,0.5606060606060610,4.7701149425287400,0.42528735632183900,415
Organic Social,2024040921,66,78,41,30.44871794871800,0.6212121212121210,4.5,0.5256410256410260,351
Organic Social,2024041201,66,82,47,34.28048780487810,0.7121212121212120,5.146341463414630,0.573170731707317,422
Organic Social,2024041410,66,86,39,23.069767441860500,0.5909090909090910,4.3023255813953500,0.45348837209302300,370
Organic Social,2024041609,66,84,50,49.23809523809520,0.7575757575757580,4.642857142857140,0.5952380952380950,390
Organic Social,2024050114,66,77,45,35.38961038961040,0.6818181818181820,4.6103896103896100,0.5844155844155840,355
Referral,2024040921,66,74,50,68.12162162162160,0.7575757575757580,4.6891891891891900,0.6756756756756760,347
Referral,2024041112,66,68,54,119.70588235294100,0.8181818181818180,6.602941176470590,0.7941176470588240,449
Referral,2024041710,66,74,50,94.78378378378380,0.7575757575757580,6.337837837837840,0.6756756756756760,469
Referral,2024042619,66,73,51,78.38356164383560,0.7727272727272730,6.315068493150690,0.6986301369863010,461
Referral,2024050117,66,76,49,87.82894736842110,0.7424242424242420,4.802631578947370,0.6447368421052630,365
Referral,2024050122,66,70,47,75.15714285714290,0.7121212121212120,6.671428571428570,0.6714285714285710,467
Referral,2024050219,66,73,44,61.10958904109590,0.6666666666666670,5.575342465753420,0.6027397260273970,407
Referral,2024050221,66,70,49,76.15714285714290,0.7424242424242420,5.257142857142860,0.7,368
Referral,2024050322,66,72,44,72.06944444444440,0.6666666666666670,4.291666666666670,0.6111111111111110,309
Direct,2024040815,65,70,30,51.44285714285710,0.46153846153846200,4.357142857142860,0.42857142857142900,305
Direct,2024041322,65,78,35,37.32051282051280,0.5384615384615380,4.064102564102560,0.44871794871794900,317
Direct,2024041612,65,77,41,39.05194805194810,0.6307692307692310,3.9220779220779200,0.5324675324675320,302
Direct,2024041619,65,76,36,40.078947368421100,0.5538461538461540,4.184210526315790,0.47368421052631600,318
Direct,2024041800,65,87,41,96.59770114942530,0.6307692307692310,4.735632183908050,0.47126436781609200,412
Direct,2024041817,65,75,39,48.57333333333330,0.6,3.76,0.52,282
Direct,2024041912,65,82,41,45.707317073170700,0.6307692307692310,3.9634146341463400,0.5,325
Direct,2024042314,65,82,39,61.96341463414630,0.6,4.597560975609760,0.47560975609756100,377
Direct,2024042511,65,76,49,54,0.7538461538461540,4.25,0.6447368421052630,323
Direct,2024043020,65,79,44,66.20253164556960,0.676923076923077,5.1265822784810100,0.5569620253164560,405
Direct,2024050117,65,81,34,16.876543209876500,0.5230769230769230,3.54320987654321,0.41975308641975300,287
Organic Search,2024040912,65,67,46,77.80597014925370,0.7076923076923080,4.164179104477610,0.6865671641791050,279
Organic Search,2024040913,65,78,45,97.43589743589740,0.6923076923076920,3.871794871794870,0.5769230769230770,302
Organic Search,2024040922,65,81,50,66.53086419753090,0.7692307692307690,4.481481481481480,0.6172839506172840,363
Organic Search,2024041310,65,72,49,55.65277777777780,0.7538461538461540,4.833333333333330,0.6805555555555560,348
Organic Search,2024041719,65,77,46,42.25974025974030,0.7076923076923080,3.4675324675324700,0.5974025974025970,267
Organic Search,2024041921,65,74,46,45.472972972973000,0.7076923076923080,4.108108108108110,0.6216216216216220,304
Organic Search,2024042316,65,75,46,47.946666666666700,0.7076923076923080,3.72,0.6133333333333330,279
Organic Search,2024042419,65,76,48,53.38157894736840,0.7384615384615390,5.131578947368420,0.631578947368421,390
Organic Search,2024042420,65,72,40,43.22222222222220,0.6153846153846150,3.875,0.5555555555555560,279
Organic Search,2024042918,65,73,44,39.32876712328770,0.676923076923077,4.410958904109590,0.6027397260273970,322
Organic Search,2024042920,65,78,47,54.333333333333300,0.7230769230769230,4.1923076923076900,0.6025641025641030,327
Organic Search,2024043019,65,79,47,39.70886075949370,0.7230769230769230,4.063291139240510,0.5949367088607590,321
Organic Search,2024050122,65,79,49,65.68354430379750,0.7538461538461540,4.405063291139240,0.620253164556962,348
Organic Social,2024040600,65,108,46,19.86111111111110,0.7076923076923080,3.8981481481481500,0.42592592592592600,421
Organic Social,2024040615,65,78,41,74.97435897435900,0.6307692307692310,5.038461538461540,0.5256410256410260,393
Organic Social,2024041001,65,95,43,59.11578947368420,0.6615384615384620,4.326315789473680,0.45263157894736800,411
Organic Social,2024042422,65,82,47,49.24390243902440,0.7230769230769230,5.170731707317070,0.573170731707317,424
Referral,2024041117,65,75,50,54.626666666666700,0.7692307692307690,5.773333333333330,0.6666666666666670,433
Referral,2024042211,65,73,52,75.57534246575340,0.8,5.1506849315068500,0.7123287671232880,376
Referral,2024043011,65,74,55,81.13513513513510,0.8461538461538460,6.256756756756760,0.7432432432432430,463
Referral,2024050222,65,78,45,61.64102564102560,0.6923076923076920,5.371794871794870,0.5769230769230770,419
Direct,2024041218,64,86,31,34.98837209302330,0.484375,3.383720930232560,0.36046511627907000,291
Direct,2024042220,64,88,35,37.44318181818180,0.546875,3.9318181818181800,0.3977272727272730,346
Direct,2024042311,64,75,45,32.733333333333300,0.703125,4.12,0.6,309
Direct,2024042318,64,76,37,67.46052631578950,0.578125,4.4868421052631600,0.4868421052631580,341
Direct,2024042521,64,82,28,29.682926829268300,0.4375,3.926829268292680,0.34146341463414600,322
Direct,2024042621,64,74,43,57.391891891891900,0.671875,4.5675675675675700,0.581081081081081,338
Direct,2024042819,64,85,40,58.294117647058800,0.625,4.647058823529410,0.47058823529411800,395
Direct,2024050220,64,79,24,28.49367088607600,0.375,3.9873417721519000,0.3037974683544300,315
Direct,2024050316,64,77,30,23.07792207792210,0.46875,4.376623376623380,0.38961038961039000,337
Organic Search,2024040816,64,70,45,102.9,0.703125,4.614285714285710,0.6428571428571430,323
Organic Search,2024040920,64,78,45,32.166666666666700,0.703125,3.58974358974359,0.5769230769230770,280
Organic Search,2024041118,64,72,39,49.708333333333300,0.609375,4.347222222222220,0.5416666666666670,313
Organic Search,2024041119,64,69,41,74.95652173913040,0.640625,4.6521739130434800,0.5942028985507250,321
Organic Search,2024041122,64,76,45,42.44736842105260,0.703125,3.736842105263160,0.5921052631578950,284
Organic Search,2024041613,64,76,37,27.82894736842110,0.578125,3.9078947368421100,0.4868421052631580,297
Organic Search,2024041915,64,77,42,36.675324675324700,0.65625,4.025974025974030,0.5454545454545450,310
Organic Search,2024042215,64,75,41,45.18666666666670,0.640625,3.48,0.5466666666666670,261
Organic Search,2024050214,64,76,44,62.71052631578950,0.6875,4.2105263157894700,0.5789473684210530,320
Organic Search,2024050314,64,74,47,45.82432432432430,0.734375,4.918918918918920,0.6351351351351350,364
Organic Social,2024041020,64,81,47,37.160493827160500,0.734375,4.728395061728400,0.5802469135802470,383
Organic Social,2024042016,64,71,53,47,0.828125,5.169014084507040,0.7464788732394370,367
Organic Social,2024042116,64,82,42,39.853658536585400,0.65625,4.012195121951220,0.5121951219512200,329
Organic Social,2024042814,64,78,44,67.26923076923080,0.6875,4.833333333333330,0.5641025641025640,377
Referral,2024041014,64,72,46,63.208333333333300,0.71875,5.208333333333330,0.6388888888888890,375
Referral,2024041718,64,76,52,56.4078947368421,0.8125,4.842105263157900,0.6842105263157900,368
Referral,2024041817,64,67,45,120.82089552238800,0.703125,6.313432835820900,0.6716417910447760,423
Referral,2024042423,64,76,45,74.48684210526320,0.703125,4.828947368421050,0.5921052631578950,367
Referral,2024043012,64,71,46,114.52112676056300,0.71875,5.830985915492960,0.647887323943662,414
Referral,2024043021,64,70,46,78.34285714285710,0.71875,5.685714285714290,0.6571428571428570,398
Referral,2024050110,64,71,50,75.6056338028169,0.78125,6.014084507042250,0.704225352112676,427
Referral,2024050118,64,69,55,128.84057971014500,0.859375,6.956521739130440,0.7971014492753620,480
Direct,2024040811,63,77,36,43.01298701298700,0.5714285714285710,4.324675324675330,0.4675324675324680,333
Direct,2024041421,63,75,29,46.42666666666670,0.4603174603174600,5.573333333333330,0.38666666666666700,418
Direct,2024041518,63,74,32,53.36486486486490,0.5079365079365080,3.635135135135140,0.43243243243243200,269
Direct,2024041519,63,72,31,43.77777777777780,0.49206349206349200,4.652777777777780,0.4305555555555560,335
Direct,2024041813,63,77,40,48.97402597402600,0.6349206349206350,5,0.5194805194805190,385
Direct,2024041916,63,78,43,54.93589743589740,0.6825396825396830,4.705128205128210,0.5512820512820510,367
Direct,2024042514,63,76,39,64.88157894736840,0.6190476190476190,5.0131578947368400,0.5131578947368420,381
Direct,2024042523,63,70,34,44.128571428571400,0.5396825396825400,4.557142857142860,0.4857142857142860,319
Direct,2024043011,63,73,32,59.945205479452100,0.5079365079365080,5.232876712328770,0.4383561643835620,382
Direct,2024050119,63,81,32,21.666666666666700,0.5079365079365080,3.950617283950620,0.3950617283950620,320
Direct,2024050219,63,84,41,59.29761904761910,0.6507936507936510,4.666666666666670,0.4880952380952380,392
Organic Search,2024040921,63,80,41,39.1375,0.6507936507936510,3.6,0.5125,288
Organic Search,2024041016,63,71,42,81.05633802816900,0.6666666666666670,4.295774647887320,0.5915492957746480,305
Organic Search,2024041510,63,75,45,70.61333333333330,0.7142857142857140,4.8933333333333300,0.6,367
Organic Search,2024041617,63,71,38,40.436619718309900,0.6031746031746030,3.732394366197180,0.5352112676056340,265
Organic Search,2024041621,63,72,45,31.13888888888890,0.7142857142857140,4.125,0.625,297
Organic Search,2024041813,63,73,41,47.28767123287670,0.6507936507936510,3.73972602739726,0.5616438356164380,273
Organic Search,2024042213,63,72,42,50.583333333333300,0.6666666666666670,4.388888888888890,0.5833333333333330,316
Organic Search,2024042219,63,74,39,36.74324324324320,0.6190476190476190,4,0.527027027027027,296
Organic Search,2024042411,63,70,40,74.58571428571430,0.6349206349206350,5.5,0.5714285714285710,385
Organic Search,2024042519,63,68,35,61.98529411764710,0.5555555555555560,3.0588235294117600,0.5147058823529410,208
Organic Search,2024050119,63,70,36,47.94285714285710,0.5714285714285710,4.985714285714290,0.5142857142857140,349
Organic Search,2024050312,63,74,52,59.87837837837840,0.8253968253968250,4.905405405405410,0.7027027027027030,363
Organic Social,2024041022,63,78,44,38.1025641025641,0.6984126984126980,5.256410256410260,0.5641025641025640,410
Organic Social,2024041310,63,82,50,64.76829268292680,0.7936507936507940,5.634146341463410,0.6097560975609760,462
Organic Social,2024041315,63,87,45,45.11494252873560,0.7142857142857140,4.747126436781610,0.5172413793103450,413
Organic Social,2024042011,63,80,51,67.525,0.8095238095238100,5.9,0.6375,472
Organic Social,2024042015,63,71,53,87.78873239436620,0.8412698412698410,5.605633802816900,0.7464788732394370,398
Organic Social,2024042121,63,74,44,38.932432432432400,0.6984126984126980,5.121621621621620,0.5945945945945950,379
Referral,2024040918,63,72,47,75.84722222222220,0.746031746031746,5.25,0.6527777777777780,378
Referral,2024041011,63,69,48,80.71014492753620,0.7619047619047620,6.956521739130440,0.6956521739130440,480
Referral,2024041819,63,76,49,134.6184210526320,0.7777777777777780,5.065789473684210,0.6447368421052630,385
Referral,2024042412,63,75,51,72.6,0.8095238095238100,5.386666666666670,0.68,404
